Line 2 x,Line 2 y
2.809478497024E0,4.549253625448E2
2.809898064506E0,4.668596141980E2
2.810588346990E0,4.711286110812E2
2.811566240082E0,4.751333707420E2
2.812791501817E0,4.795870887725E2
2.815233491773E0,4.863669621311E2
2.817567692820E0,4.942414275914E2
2.818830654061E0,4.994189808534E2
2.819596377528E0,5.047579823250E2
2.819802749043E0,5.102583914617E2
2.820233344630E0,5.166923758839E2
2.820923627114E0,5.209613727672E2
2.821901520206E0,5.249661324279E2
2.823337130421E0,5.305272325487E2
2.824678468690E0,5.361991426792E2
2.824913140267E0,5.637276301357E2
2.824922708770E0,5.589553394501E2
2.824932277273E0,5.541830487644E2
2.824941359241E0,5.496534169272E2
2.824950927744E0,5.448811262416E2
2.824960496246E0,5.401088355559E2
2.825396090159E0,5.686269643175E2
2.826805508953E0,5.728721728646E2
2.829416896543E0,5.782072113363E2
2.831491469518E0,5.821012229509E2
2.834180024107E0,5.887922822249E2
2.835317264956E0,5.947139081998E2
2.836083637135E0,5.997293645401E2
2.837207660476E0,6.060473251918E2
2.838162418630E0,6.100437360023E2
2.838292971927E0,6.099872007478E2
2.839904769218E0,6.145270822353E2
2.841712648797E0,6.191097735820E2
2.843680572875E0,6.248018322580E2
2.845157188571E0,6.303453929088E2
2.845857538083E0,6.352448689964E2
2.846500168441E0,6.400175853993E2
2.847577598040E0,6.447905856137E2
2.848872913794E0,6.493210688855E2
2.849950829927E0,6.538514102515E2
2.850593135930E0,6.587858992201E2
2.850799507446E0,6.642863083568E2
2.851230103032E0,6.707202927790E2
2.851920385516E0,6.749892896623E2
2.852898278608E0,6.789940493230E2
2.854333888824E0,6.845551494438E2
2.855861569624E0,6.902271812078E2
2.856764738953E0,6.941372795295E2
2.857873225641E0,6.989103000162E2
2.859229358148E0,7.040879140950E2
2.860336385233E0,7.095889111270E2
2.861425391099E0,7.160233253210E2
2.862264747608E0,7.202924195110E2
2.863242640701E0,7.242971791718E2
2.864678250916E0,7.298582792926E2
2.866205931716E0,7.355303110565E2
2.867109101045E0,7.394404093783E2
2.869719295275E0,7.503617756306E2
2.871368881590E0,7.567965557387E2
2.872509491859E0,7.610658465696E2
2.873620562829E0,7.652540356421E2
2.875107523106E0,7.713647473553E2
2.876420321649E0,7.768137519191E2
2.877581457626E0,7.807999619579E2
2.881587990723E0,7.891861817526E2
2.884236585372E0,7.939150909016E2
2.886011288507E0,7.978931634335E2
2.887743387479E0,8.107282677151E2
2.888404434051E0,8.149213103536E2
2.890604817108E0,8.206316099031E2
2.893691686619E0,8.267753528336E2
2.896355177039E0,8.322798659585E2
2.898312227961E0,8.395928834895E2
2.899649455127E0,8.440295032685E2
2.902036923649E0,8.485088449947E2
2.906375948759E0,8.556126851473E2
2.909175860775E0,8.597422786288E2
2.912668438109E0,8.654426925212E2
2.918922801938E0,8.752981241588E2
2.923676516501E0,8.791856864598E2
2.936561672688E0,8.836483230352E2
2.945399618604E0,8.846220297880E2
2.954342091827E0,8.847159190047E2
2.967056050899E0,8.832286939700E2
2.976273976710E0,8.815668471758E2
2.990689887405E0,8.745538914165E2
3.012188736154E0,8.626441924329E2
3.018499136524E0,8.597498825660E2
3.030928653708E0,8.528112031479E2
3.037959393381E0,8.484607344271E2
3.048581767774E0,8.418477912327E2
3.054469139122E0,8.379018319741E2
3.063615420128E0,8.311424945412E2
3.067796342157E0,8.277291217879E2
3.072566699918E0,8.233317763915E2
3.076124522845E0,8.196863295834E2
3.083884669291E0,8.117230071842E2
3.089231455769E0,8.057756284471E2
3.094409302496E0,8.001043787087E2
3.101494829774E0,7.922827962541E2
3.106588277723E0,7.862541533348E2
3.109966754859E0,7.811529667248E2
3.113951039657E0,7.746127573273E2
3.117519294616E0,7.683490875667E2
3.120500234804E0,7.634572706634E2
3.124482035056E0,7.575538493136E2
3.127783266573E0,7.525471417807E2
3.130487031657E0,7.472397365171E2
3.133970132650E0,7.398562793794E2
3.137221255721E0,7.331409094987E2
3.139800167165E0,7.285207936348E2
3.143564967454E0,7.219876308720E2
3.147280076401E0,7.154544356735E2
3.149748317572E0,7.112068151789E2
3.154299162233E0,7.009102522138E2
3.156837356184E0,6.948184677187E2
3.159245354982E0,6.865392954797E2
3.161320159062E0,6.817986852548E2
3.163611331580E0,6.775725188838E2
3.167553574432E0,6.703150893977E2
3.170118333142E0,6.654312256466E2
3.173854793616E0,6.592951774894E2
3.180052714275E0,6.500279544508E2
3.182197580065E0,6.457639455980E2
3.184782573185E0,6.359514177720E2
3.189345480285E0,6.251461771696E2
3.191174651806E0,6.212342674095E2
3.198643057216E0,6.046115970507E2
3.201070716042E0,5.999514294842E2
3.203967209868E0,5.948386041692E2
3.211071319022E0,5.840140517697E2
3.214516461952E0,5.799472658387E2
3.218073866601E0,5.749645897287E2
3.220069723777E0,5.708743893474E2
3.222467066129E0,5.591325986642E2
3.223655971486E0,5.542599697949E2
3.228401300014E0,5.450662848763E2
3.232769625940E0,5.373372962450E2
3.235414396071E0,5.314442023377E2
3.241499438566E0,5.180618364681E2
3.244404895331E0,5.133603610565E2
3.247675944280E0,5.088734487011E2
3.253398691686E0,5.005977841574E2
3.255862094907E0,4.964912623163E2
3.259792014032E0,4.895974540398E2
3.262595985304E0,4.847806125141E2
3.268071807093E0,4.774309441123E2
3.272684724714E0,4.716986363188E2
3.275953857462E0,4.672975004128E2
3.280004464656E0,4.621006475171E2
3.283352711451E0,4.576197499017E2
3.285963560430E0,4.537058339096E2
3.288638518015E0,4.498862128325E2
3.297027232087E0,4.380694483116E2
3.301438359312E0,4.326065647339E2
3.305553681778E0,4.272139491041E2
3.310853657130E0,4.202994163945E2
3.314018801120E0,4.161927806848E2
3.317671134401E0,4.113037441924E2
3.320915082842E0,4.068367933577E2
3.327638090085E0,3.981993630435E2
3.332987634408E0,3.920265050852E2
3.336400038048E0,3.885796497396E2
3.339714878718E0,3.849448727538E2
3.346313152654E0,3.781160038210E2
3.357300473967E0,3.665851817272E2
3.361684432952E0,3.620741334628E2
3.365950388515E0,3.575562676402E2
3.371490381176E0,3.516592217701E2
3.379143678225E0,3.440215021930E2
3.382687268912E0,3.404210755747E2
3.386504366176E0,3.364373524701E2
3.399591278252E0,3.235749367563E2
3.409653386641E0,3.144813366182E2
3.422304698019E0,3.043183559639E2
3.430287685240E0,2.985042404953E2
3.439833576973E0,2.923255836595E2
3.454566987738E0,2.841099537786E2
3.477902033559E0,2.754550634044E2
3.493391051760E0,2.742598712179E2
3.509512421947E0,2.743896132169E2
3.521269789918E0,2.756640176078E2
3.530979872919E0,2.779518013114E2
3.545717596718E0,2.851400882299E2
3.550647602450E0,2.900294432834E2
3.553332932399E0,2.940260849723E2
3.556910498478E0,2.993827246540E2
3.560029530264E0,3.039817423873E2
3.564609004749E0,3.104794183899E2
3.567680107319E0,3.149162596814E2
3.573571601061E0,3.239538705123E2
3.576768395358E0,3.285708229409E2
3.579808215216E0,3.330840670997E2
3.585116893165E0,3.410739465618E2
3.588749361687E0,3.465618445864E2
3.594333379698E0,3.571498819811E2
3.597492525723E0,3.639673576630E2
3.599360252525E0,3.683946146310E2
3.605826928060E0,3.818420990263E2
3.607882297658E0,3.866223283256E2
3.609750024460E0,3.910495852936E2
3.614484496973E0,4.012111073594E2
3.617274617702E0,4.065034376486E2
3.619689118126E0,4.133627414721E2
3.621073729091E0,4.198264677197E2
3.621132396084E0,4.194804920181E2
3.623030954264E0,4.245523137970E2
3.625258700164E0,4.293764404778E2
3.627432471421E0,4.340024174673E2
3.629255031184E0,4.379881060383E2
3.632369528292E0,4.459987902157E2
3.634122235371E0,4.513531425486E2
3.635774865448E0,4.569035177720E2
3.636907414110E0,4.608157267013E2
3.638208788572E0,4.647402032995E2
3.639602107956E0,4.690291698615E2
3.640603012060E0,4.732449027805E2
3.641826027055E0,4.787253045566E2
3.641884694049E0,4.783793288550E2
3.643617237973E0,4.834510422695E2
3.644932642804E0,4.868882583439E2
3.648084011558E0,4.951391460560E2
3.649520251744E0,4.994910849512E2
3.651474596838E0,5.048084755476E2
3.655998174870E0,5.144791491959E2
3.658490147549E0,5.197712848715E2
3.659787904622E0,5.342367752356E2
3.659806987568E0,5.247191559586E2
3.661126574882E0,5.402755483340E2
3.662960947090E0,5.443716640681E2
3.666369585552E0,5.509387182060E2
3.669474134841E0,5.592639540682E2
3.670815241556E0,5.641908105341E2
3.672980193632E0,5.687029879630E2
3.676295093205E0,5.743483254516E2
3.680229139760E0,5.809889696639E2
3.681824014514E0,5.848159368888E2
3.683219112990E0,5.891469655342E2
3.685971627882E0,6.003387200340E2
3.687273064381E0,6.045623905222E2
3.688886470675E0,6.094732474516E2
3.690686257735E0,6.142525037811E2
3.692394874413E0,6.183529412438E2
3.693753061174E0,6.225059957404E2
3.695127141381E0,6.277678781892E2
3.697059107711E0,6.345225603678E2
3.698436618556E0,6.392390542822E2
3.700861854050E0,6.477725172702E2
3.702916269036E0,6.530914438479E2
3.704651721271E0,6.571507311960E2
3.709097563479E0,6.670555433475E2
3.711189447756E0,6.715233353578E2
3.714475960787E0,6.781554845998E2
3.716898537693E0,6.827468414861E2
3.719204748043E0,6.868623388727E2
3.721539251822E0,6.935531670431E2
3.722070963234E0,6.978836321199E2
3.722766815009E0,7.070916535746E2
3.723427861582E0,7.112846962131E2
3.725628244639E0,7.169949957626E2
3.728715114150E0,7.231387386931E2
3.731416797491E0,7.281822243327E2
3.733979180833E0,7.346030407114E2
3.735095316917E0,7.386588735450E2
3.737847831809E0,7.498506280447E2
3.739149268309E0,7.540742985329E2
3.740778589671E0,7.593087114055E2
3.742546740126E0,7.645835110257E2
3.744305006700E0,7.695307715126E2
3.746626969270E0,7.759051214585E2
3.749145601867E0,7.824985322712E2
3.750983113011E0,7.873948098029E2
3.752497548810E0,7.913802972487E2
3.754736109881E0,7.994533213018E2
3.755959124876E0,8.049337230779E2
3.756017791870E0,8.045877473763E2
3.757750335794E0,8.096594607909E2
3.759734067090E0,8.144834281932E2
3.761764605803E0,8.194878300298E2
3.763356738864E0,8.236182746592E2
3.764711262324E0,8.275331013709E2
3.767379267234E0,8.348039582954E2
3.769897899831E0,8.413973691081E2
3.771966734670E0,8.473600136859E2
3.773573287387E0,8.531544069570E2
3.775420359755E0,8.664749046184E2
3.781323174353E0,8.768564812967E2
3.784834289314E0,8.822247761715E2
3.787661631518E0,8.888830322399E2
3.788942740478E0,8.950777436852E2
3.790536529621E0,9.018322051215E2
3.791784092306E0,9.062721298303E2
3.793774177419E0,9.123831699540E2
3.796181210627E0,9.190426795233E2
3.798503173197E0,9.254170294693E2
3.801137752258E0,9.320105159651E2
3.803269201733E0,9.372855037036E2
3.804861334793E0,9.414159483329E2
3.806215858254E0,9.453307750447E2
3.808305913523E0,9.510550010984E2
3.812083295712E0,9.603077648861E2
3.813924729037E0,9.652693450771E2
3.816398753000E0,9.704589434965E2
3.818563370427E0,9.746451717099E2
3.822234692063E0,9.814315395094E2
3.825460046580E0,9.872819104805E2
3.827673152431E0,9.915877882405E2
3.830154557478E0,9.963739506749E2
3.846976123798E0,1.010288480097E3
3.855915328775E0,1.014282912786E3
3.864995432083E0,1.017398352190E3
3.880332139862E0,1.020223601598E3
3.891175322194E0,1.021768010999E3
3.900530021495E0,1.023452999985E3
3.910835943468E0,1.025828350170E3
3.922907005186E0,1.030840106566E3
3.930199017324E0,1.035690949658E3
3.935097790182E0,1.040539658659E3
3.938861613373E0,1.044839094561E3
3.941746611398E0,1.048839379829E3
3.947721855023E0,1.059474406951E3
3.950881001048E0,1.066291882633E3
3.952748727850E0,1.070719139601E3
3.957930422439E0,1.080880953587E3
3.960973969011E0,1.086173449298E3
3.963855971691E0,1.092831741045E3
3.965497342879E0,1.099026687649E3
3.967429309210E0,1.105781369827E3
3.968773493948E0,1.110221357605E3
3.970763579061E0,1.116332397729E3
3.973170612269E0,1.122991907298E3
3.975492574839E0,1.129366257244E3
3.978011207436E0,1.135959668057E3
3.979848718580E0,1.140855945589E3
3.981363154379E0,1.144841433034E3
3.983786569097E0,1.152366347781E3
3.987456653375E0,1.166740232504E3
3.988683552861E0,1.170963854339E3
3.989973965433E0,1.175874500437E3
3.991189051038E0,1.180653375108E3
3.992120106335E0,1.184699380765E3
3.992363859881E0,1.207698236384E3
3.992373428384E0,1.202925945699E3
3.992382996886E0,1.198153655013E3
3.992392565389E0,1.193381364327E3
3.992402133892E0,1.188609073642E3
3.992645887438E0,1.211607929261E3
3.993576942735E0,1.215653934918E3
3.994822968627E0,1.219708774051E3
3.997240941823E0,1.225730995892E3
4.001661065603E0,1.233129593228E3
4.004384574958E0,1.237876705777E3
4.006578437968E0,1.243459298621E3
4.007715711252E0,1.249364747339E3
4.008086044735E0,1.254410277564E3
4.008987821299E0,1.259554811568E3
4.009957098971E0,1.263397343459E3
4.011162276761E0,1.267705718416E3
4.012376967683E0,1.271540832506E3
4.014560596278E0,1.278073772458E3
4.017706552316E0,1.290272819312E3
4.019075496885E0,1.299386912669E3
4.020545010355E0,1.307319360051E3
4.022077022595E0,1.312496848200E3
4.023981695186E0,1.317561511984E3
4.026177650292E0,1.323701278601E3
4.027835271716E0,1.329536291382E3
4.029220623294E0,1.335630636938E3
4.030907536384E0,1.343563226225E3
4.032439548624E0,1.348740714374E3
4.034344221215E0,1.353805378158E3
4.036008340572E0,1.358000154029E3
4.039577806459E0,1.369376008952E3
4.041172662935E0,1.375277391057E3
4.042522231094E0,1.379598375478E3
4.046208039881E0,1.387678635373E3
4.049601630926E0,1.393833608475E3
4.051767150626E0,1.398062683914E3
4.053605539713E0,1.402805848443E3
4.056385574862E0,1.412921831937E3
4.061257303623E0,1.435989324240E3
4.063146367788E0,1.423706802841E3
4.063397427047E0,1.449948452108E3
4.090480653034E0,1.464677279245E3
4.117281551704E0,1.453723387486E3
4.130051230291E0,1.439352508997E3
4.134849330162E0,1.423770302890E3
4.136500075700E0,1.421710653671E3
4.138387514139E0,1.419503742222E3
4.142212386159E0,1.413028509885E3
4.147605588753E0,1.402372295550E3
4.147605588753E0,1.402372295550E3
4.150714712221E0,1.396921508803E3
4.157492959431E0,1.383773130972E3
4.157632630015E0,1.383506476806E3
4.159325563900E0,1.377386947161E3
4.159325563900E0,1.377386947161E3
4.161582407360E0,1.370730659760E3
4.163678548820E0,1.366450818918E3
4.163678548820E0,1.366450818918E3
4.166603516763E0,1.362016068896E3
4.169592957345E0,1.357813235272E3
4.178168136089E0,1.343907926161E3
4.180831433501E0,1.339632817231E3
4.187774545423E0,1.326218297408E3
4.189781974721E0,1.322139338801E3
4.193414457937E0,1.315359541421E3
4.196950879155E0,1.309627151899E3
4.201382412699E0,1.303562094734E3
4.204626079021E0,1.298519254415E3
4.207223868968E0,1.293195292226E3
4.209166397483E0,1.289326388884E3
4.211253097279E0,1.284128962161E3
4.213097397004E0,1.279900407043E3
4.215552190013E0,1.275389672323E3
4.219349224345E0,1.267579526526E3
4.221436770235E0,1.263252486920E3
4.225336801034E0,1.255888390572E3
4.228794405509E0,1.249436599987E3
4.230969074604E0,1.245685283226E3
4.233633641592E0,1.241527991461E3
4.239239614607E0,1.232350898532E3
4.242768326766E0,1.227759737390E3
4.245906600973E0,1.223911593771E3
4.249045783377E0,1.219610486969E3
4.253230754450E0,1.214177653354E3
4.256759466610E0,1.209586492212E3
4.260267108603E0,1.203938401838E3
4.262987678310E0,1.199487210393E3
4.267128337634E0,1.192723104964E3
4.270635979627E0,1.187075014589E3
4.274048358498E0,1.182676706527E3
4.277755454891E0,1.178487533726E3
4.281804775833E0,1.174207572143E3
4.287440381140E0,1.168125598517E3
4.291489702082E0,1.163845636934E3
4.295080465186E0,1.159849317213E3
4.298671228290E0,1.155852997493E3
4.302565550304E0,1.151774251970E3
4.315933573003E0,1.139555052921E3
4.322858821197E0,1.132158648503E3
4.326449584301E0,1.128162328782E3
4.330040347405E0,1.124166009062E3
4.333934669418E0,1.120087263539E3
4.347070193724E0,1.108169888580E3
4.355094544266E0,1.100520038583E3
4.367610751788E0,1.087228917429E3
4.371160092401E0,1.082600709079E3
4.374229776302E0,1.078505907076E3
4.377717643226E0,1.073783519916E3
4.380687690785E0,1.069505370312E3
4.385629759558E0,1.061149736885E3
4.388241350231E0,1.056865900959E3
4.390444329687E0,1.052531888419E3
4.392205760655E0,1.048672360805E3
4.398135461965E0,1.035661911009E3
4.402409781567E0,1.029125398730E3
4.407703530954E0,1.021035264086E3
4.410497385595E0,1.016232272857E3
4.413749002899E0,1.009786728853E3
4.417594295246E0,1.002114141843E3
4.420099934830E0,9.977078777130E2
4.428473955934E0,9.821229417373E2
4.430481385232E0,9.780439831303E2
4.434113959268E0,9.712188894312E2
4.437116523638E0,9.659248334575E2
4.439577093789E0,9.612598832123E2
4.441680454563E0,9.550470545011E2
4.443018221371E0,9.509345552740E2
4.445711868891E0,9.454818747205E2
4.449278541385E0,9.395693652385E2
4.451842408034E0,9.353651099768E2
4.454624663872E0,9.304905264088E2
4.460712554120E0,9.177266644323E2
4.462857719279E0,9.128314423640E2
4.464912907357E0,9.084772016305E2
4.467297614060E0,9.031407059443E2
4.470817169065E0,8.958662241161E2
4.474602652401E0,8.891404862688E2
4.481752049082E0,8.777429909428E2
4.485318220790E0,8.725652808678E2
4.489422891225E0,8.663927337506E2
4.491952805989E0,8.616420401755E2
4.493773837375E0,8.576938460589E2
4.496649066660E0,8.513112403512E2
4.499193890989E0,8.470758028040E2
4.504221738114E0,8.405142555105E2
4.514815893138E0,8.283710275019E2
4.521772734503E0,8.213393786791E2
4.526865049384E0,8.171244202831E2
4.532856182872E0,8.129031092392E2
4.542830343371E0,8.079978374561E2
4.551074511651E0,8.054858209352E2
4.559995850672E0,8.049580297814E2
4.572808273411E0,8.059818911097E2
4.584277939970E0,8.092978558183E2
4.591729559218E0,8.135094860636E2
4.596096407031E0,8.170632489490E2
4.600549125887E0,8.221458206318E2
4.605358755593E0,8.283838027471E2
4.608694762333E0,8.331400028963E2
4.612512196233E0,8.394588229113E2
4.617036701744E0,8.472556291609E2
4.620008062344E0,8.523048793442E2
4.623566523552E0,8.588428223040E2
4.626971769790E0,8.653806652539E2
4.629248640911E0,8.698362952649E2
4.636527741337E0,8.856705128983E2
4.638994782390E0,8.913152969545E2
4.644519987119E0,9.041528771537E2
4.647981541562E0,9.149633556554E2
4.649895285309E0,9.194708754219E2
4.654900677086E0,9.313374796536E2
4.658082027573E0,9.421477752545E2
4.658992794491E0,9.460119305730E2
4.660712947701E0,9.600289794115E2
4.660883667085E0,9.678211462888E2
4.662213575408E0,9.736862775536E2
4.667022118221E0,9.809826723341E2
4.672117770168E0,9.875890240060E2
4.674501484160E0,9.914218985650E2
4.677356447802E0,1.002891654556E3
4.679124040847E0,1.008793149413E3
4.680831367514E0,1.012887885469E3
4.683322697427E0,1.017777745752E3
4.688673906777E0,1.030652959359E3
4.690880068285E0,1.036297573128E3
4.696405273015E0,1.049135153327E3
4.699586623502E0,1.059945448928E3
4.700863346448E0,1.063809843121E3
4.705807664690E0,1.076319117251E3
4.708780249734E0,1.083545829817E3
4.710740630471E0,1.088165452610E3
4.721598600815E0,1.100405707607E3
4.794211743564E0,1.104758064857E3
4.795961628054E0,1.100929956195E3
4.795961628054E0,1.100929956195E3
4.798326910793E0,1.096347419586E3
4.801908260607E0,1.090007139972E3
4.805180720536E0,1.084348134967E3
4.805180720536E0,1.084348134967E3
4.809344667960E0,1.076853581146E3
4.816096237578E0,1.061824358720E3
4.816353711284E0,1.061260873145E3
4.819496819301E0,1.054354462359E3
4.824811313936E0,1.043125888459E3
4.826076647110E0,1.040361279415E3
4.826571792597E0,1.038943919427E3
4.827540059098E0,1.027866743839E3
4.828955670390E0,1.018869057128E3
4.831388445933E0,1.013722226463E3
4.833739621611E0,1.009774483246E3
4.837645940232E0,1.004170033537E3
4.842074058536E0,9.954899743886E2
4.846190027487E0,9.869961586985E2
4.848823215542E0,9.810279445510E2
4.850878403620E0,9.766737038174E2
4.853263110323E0,9.713372081313E2
4.856782665328E0,9.640627263030E2
4.860568148664E0,9.573369884558E2
4.867580001520E0,9.445227068479E2
4.869482489787E0,9.400616345360E2
4.871557022819E0,9.352841009957E2
4.876656935707E0,9.251986912613E2
4.879784335032E0,9.194519708718E2
4.884860613424E0,9.105148464672E2
4.887596135010E0,9.054031171193E2
4.889699435855E0,9.009725532188E2
4.892023087354E0,8.949793138481E2
4.895331304015E0,8.866277759180E2
4.899509831825E0,8.792019444085E2
4.902405599890E0,8.749517705932E2
4.908351867711E0,8.661018605469E2
4.911564096073E0,8.616056936507E2
4.918165192561E0,8.513882669693E2
4.920490285200E0,8.475272389957E2
4.923043790721E0,8.435620411863E2
4.928549005660E0,8.356482053246E2
4.931480882673E0,8.317338697644E2
4.935399407712E0,8.269085886301E2
4.939555051776E0,8.217487723717E2
