      Time          Lower         Middle          Upper
    4.3440      -1.595938      -0.933029       0.007727
    4.3430      -1.595000      -0.933527       0.004231
    4.3420      -1.594333      -0.934203       0.001923
    4.3410      -1.595000      -0.934661      -0.000517
    4.3400      -1.595000      -0.934977      -0.002200
    4.3390      -1.595000      -0.935530      -0.004259
    4.3380      -1.595312      -0.936116      -0.005577
    4.3370      -1.595833      -0.936712      -0.007400
    4.3360      -1.595526      -0.937356      -0.009318
    4.3350      -1.595750      -0.937656      -0.011562
    4.3340      -1.595526      -0.938278      -0.013214
    4.3330      -1.595250      -0.938733      -0.014583
    4.3320      -1.595750      -0.939186      -0.020313
    4.3310      -1.595000      -0.939905      -0.021923
    4.3300      -1.595278      -0.940406      -0.025000
    4.3290      -1.595667      -0.941111      -0.026333
    4.3280      -1.596786      -0.941765      -0.030312
    4.3270      -1.596786      -0.942289      -0.032692
    4.3260      -1.596176      -0.942673      -0.035312
    4.3250      -1.596333      -0.943035      -0.037000
    4.3240      -1.596765      -0.943498      -0.038529
    4.3230      -1.596765      -0.943959      -0.042692
    4.3220      -1.597500      -0.944541      -0.045000
    4.3210      -1.597250      -0.945127      -0.047632
    4.3200      -1.597632      -0.945572      -0.048333
    4.3190      -1.598056      -0.945922      -0.052333
    4.3180      -1.598158      -0.946411      -0.054722
    4.3170      -1.598250      -0.946863      -0.056739
    4.3160      -1.599286      -0.947451      -0.058043
    4.3150      -1.599773      -0.948137      -0.059737
    4.3140      -1.599773      -0.948358      -0.063611
    4.3130      -1.599348      -0.948719      -0.066136
    4.3120      -1.599348      -0.949360      -0.067708
    4.3110      -1.599375      -0.949751      -0.070357
    4.3100      -1.599000      -0.950329      -0.072333
    4.3090      -1.599773      -0.950762      -0.075435
    4.3080      -1.599400      -0.951422      -0.076905
    4.3070      -1.599318      -0.951981      -0.079318
    4.3060      -1.598913      -0.952429      -0.081071
    4.3050      -1.598958      -0.953000      -0.083947
    4.3040      -1.599375      -0.953472      -0.086176
    4.3030      -1.600937      -0.953784      -0.088250
    4.3020      -1.601842      -0.954516      -0.089773
    4.3010      -1.601842      -0.955051      -0.092500
    4.3000      -1.602368      -0.955487      -0.095000
    4.2990      -1.602750      -0.955920      -0.098214
    4.2980      -1.603250      -0.956287      -0.100937
    4.2970      -1.603056      -0.956780      -0.101923
    4.2960      -1.603750      -0.957107      -0.103182
    4.2950      -1.603696      -0.957685      -0.106538
    4.2940      -1.603750      -0.957910      -0.110333
    4.2930      -1.604318      -0.958250      -0.111923
    4.2920      -1.604375      -0.958696      -0.113571
    4.2910      -1.604038      -0.959171      -0.115909
    4.2900      -1.604423      -0.959754      -0.117667
    4.2890      -1.603889      -0.960135      -0.120500
    4.2880      -1.604464      -0.960543      -0.121875
    4.2870      -1.604821      -0.961048      -0.125000
    4.2860      -1.605000      -0.961586      -0.127000
    4.2850      -1.605192      -0.961878      -0.128438
    4.2840      -1.605192      -0.962304      -0.133500
    4.2830      -1.605000      -0.962807      -0.134091
    4.2820      -1.605435      -0.963190      -0.136538
    4.2810      -1.606579      -0.963600      -0.138437
    4.2800      -1.606053      -0.964027      -0.139167
    4.2790      -1.606053      -0.964298      -0.142692
    4.2780      -1.605750      -0.964561      -0.146071
    4.2770      -1.606250      -0.965000      -0.147667
    4.2760      -1.606905      -0.965268      -0.148056
    4.2750      -1.606304      -0.965631      -0.151923
    4.2740      -1.606905      -0.965901      -0.154688
    4.2730      -1.607250      -0.966283      -0.156176
    4.2720      -1.609118      -0.966466      -0.157353
    4.2710      -1.609722      -0.966840      -0.160385
    4.2700      -1.609211      -0.967124      -0.162692
    4.2690      -1.609750      -0.967308      -0.165667
    4.2680      -1.610556      -0.967706      -0.167000
    4.2670      -1.611167      -0.968139      -0.169643
    4.2660      -1.611296      -0.968412      -0.171071
    4.2650      -1.611897      -0.968783      -0.173000
    4.2640      -1.611607      -0.969000      -0.175313
    4.2630      -1.611897      -0.969336      -0.177187
    4.2620      -1.612241      -0.969559      -0.180357
    4.2610      -1.612037      -0.969739      -0.182500
    4.2600      -1.612500      -0.970233      -0.182917
    4.2590      -1.613269      -0.970569      -0.185312
    4.2580      -1.613000      -0.970861      -0.188333
    4.2570      -1.613696      -0.971280      -0.190417
    4.2560      -1.614318      -0.971579      -0.193214
    4.2550      -1.614318      -0.971731      -0.194231
    4.2540      -1.614412      -0.972075      -0.195769
    4.2530      -1.614722      -0.972535      -0.198929
    4.2520      -1.614474      -0.973052      -0.201923
    4.2510      -1.614048      -0.973270      -0.204583
    4.2500      -1.614250      -0.973687      -0.205000
    4.2490      -1.613947      -0.974196      -0.207083
    4.2480      -1.613611      -0.974469      -0.208929
    4.2470      -1.613235      -0.974626      -0.210625
    4.2460      -1.612500      -0.975112      -0.214583
    4.2450      -1.611563      -0.975619      -0.216250
    4.2440      -1.611944      -0.976000      -0.216538
    4.2430      -1.612750      -0.976256      -0.218929
    4.2420      -1.611563      -0.976667      -0.221667
    4.2410      -1.612059      -0.977061      -0.223125
    4.2400      -1.612333      -0.977445      -0.225769
    4.2390      -1.612333      -0.977937      -0.227000
    4.2380      -1.612647      -0.978551      -0.228333
    4.2370      -1.613235      -0.978694      -0.229687
    4.2360      -1.613421      -0.979083      -0.231875
    4.2350      -1.613095      -0.979447      -0.235769
    4.2340      -1.613250      -0.979814      -0.237000
    4.2330      -1.613250      -0.980223      -0.237941
    4.2320      -1.613611      -0.980507      -0.239118
    4.2310      -1.614167      -0.980818      -0.243125
    4.2300      -1.614412      -0.981354      -0.245000
    4.2290      -1.613611      -0.981667      -0.247222
    4.2280      -1.613421      -0.982027      -0.248750
    4.2270      -1.613000      -0.982366      -0.249000
    4.2260      -1.613214      -0.982432      -0.253125
    4.2250      -1.613000      -0.982684      -0.255625
    4.2240      -1.612647      -0.982900      -0.256875
    4.2230      -1.612059      -0.983333      -0.258500
    4.2220      -1.612188      -0.983717      -0.260500
    4.2210      -1.612059      -0.984027      -0.262083
    4.2200      -1.612500      -0.984455      -0.264091
    4.2190      -1.612647      -0.984817      -0.266875
    4.2180      -1.612812      -0.985205      -0.269444
    4.2170      -1.613611      -0.985650      -0.270937
    4.2160      -1.612500      -0.986054      -0.272692
    4.2150      -1.613421      -0.986273      -0.273462
    4.2140      -1.613611      -0.986651      -0.275000
    4.2130      -1.613235      -0.986972      -0.277500
    4.2120      -1.613824      -0.987432      -0.280294
    4.2110      -1.614474      -0.987832      -0.281562
    4.2100      -1.614474      -0.988182      -0.282692
    4.2090      -1.615000      -0.988364      -0.284333
    4.2080      -1.615000      -0.988597      -0.286818
    4.2070      -1.616071      -0.989306      -0.288077
    4.2060      -1.615000      -0.989571      -0.290294
    4.2050      -1.614333      -0.990078      -0.291000
    4.2040      -1.613438      -0.990239      -0.293462
    4.2030      -1.613235      -0.990478      -0.295769
    4.2020      -1.613611      -0.990648      -0.296786
    4.2010      -1.614412      -0.990810      -0.297812
    4.2000      -1.613824      -0.991240      -0.298929
    4.1990      -1.613000      -0.991265      -0.302368
    4.1980      -1.613000      -0.991577      -0.303438
    4.1970      -1.614062      -0.991899      -0.304412
    4.1960      -1.613824      -0.992198      -0.306563
    4.1950      -1.613824      -0.992678      -0.308929
    4.1940      -1.614750      -0.992857      -0.310312
    4.1930      -1.615526      -0.993222      -0.311471
    4.1920      -1.615476      -0.993663      -0.312812
    4.1910      -1.615476      -0.993882      -0.316250
    4.1900      -1.615400      -0.994261      -0.316538
    4.1890      -1.615208      -0.994592      -0.318214
    4.1880      -1.614565      -0.994978      -0.320333
    4.1870      -1.614130      -0.995177      -0.320417
    4.1860      -1.613571      -0.995467      -0.322917
    4.1850      -1.614048      -0.995746      -0.325357
    4.1840      -1.614565      -0.996157      -0.326818
    4.1830      -1.615000      -0.996561      -0.328333
    4.1820      -1.615227      -0.996909      -0.329062
    4.1810      -1.615250      -0.997098      -0.331923
    4.1800      -1.615250      -0.997296      -0.333462
    4.1790      -1.615000      -0.997588      -0.335417
    4.1780      -1.615000      -0.997821      -0.336250
    4.1770      -1.615000      -0.998050      -0.337500
    4.1760      -1.614524      -0.998458      -0.339615
    4.1750      -1.615227      -0.998824      -0.340385
    4.1740      -1.614773      -0.999153      -0.343214
    4.1730      -1.614773      -0.999483      -0.345417
    4.1720      -1.615227      -0.999956      -0.347083
    4.1710      -1.615250      -1.000167      -0.347667
    4.1700      -1.615000      -1.000455      -0.347813
    4.1690      -1.615476      -1.000588      -0.349000
    4.1680      -1.615476      -1.000741      -0.350500
    4.1670      -1.615870      -1.000954      -0.353500
    4.1660      -1.616136      -1.001134      -0.356250
    4.1650      -1.616042      -1.001387      -0.357000
    4.1640      -1.616591      -1.001709      -0.357500
    4.1630      -1.616591      -1.001941      -0.359687
    4.1620      -1.617045      -1.002152      -0.359750
    4.1610      -1.617250      -1.002563      -0.362917
    4.1600      -1.617381      -1.002762      -0.363750
    4.1590      -1.617381      -1.003017      -0.365833
    4.1580      -1.618250      -1.003243      -0.366389
    4.1570      -1.618043      -1.003409      -0.368810
    4.1560      -1.617800      -1.003767      -0.370385
    4.1550      -1.618200      -1.004208      -0.372083
    4.1540      -1.618125      -1.004455      -0.372917
    4.1530      -1.618125      -1.004717      -0.375357
    4.1520      -1.617708      -1.005047      -0.376563
    4.1510      -1.618043      -1.005213      -0.378529
    4.1500      -1.618409      -1.005534      -0.380385
    4.1490      -1.617857      -1.005854      -0.382083
    4.1480      -1.618158      -1.006085      -0.383214
    4.1470      -1.618158      -1.006343      -0.384688
    4.1460      -1.618158      -1.006455      -0.387308
    4.1450      -1.617750      -1.006667      -0.389615
    4.1440      -1.617857      -1.006955      -0.390385
    4.1430      -1.617750      -1.007195      -0.391154
    4.1420      -1.617750      -1.007534      -0.393462
    4.1410      -1.617381      -1.007679      -0.395313
    4.1400      -1.617500      -1.008000      -0.396562
    4.1390      -1.617500      -1.008364      -0.399000
    4.1380      -1.617609      -1.008507      -0.400313
    4.1370      -1.617708      -1.008744      -0.401000
    4.1360      -1.617759      -1.008982      -0.402692
    4.1350      -1.617679      -1.009378      -0.405000
    4.1340      -1.617963      -1.009867      -0.406333
    4.1330      -1.618269      -1.010088      -0.408333
    4.1320      -1.619000      -1.010357      -0.411316
    4.1310      -1.619038      -1.010633      -0.411750
    4.1300      -1.619375      -1.010885      -0.411944
    4.1290      -1.619783      -1.011245      -0.413824
    4.1280      -1.619783      -1.011416      -0.415000
    4.1270      -1.620250      -1.011562      -0.417812
    4.1260      -1.620238      -1.011719      -0.419687
    4.1250      -1.620238      -1.011872      -0.420750
    4.1240      -1.620250      -1.012212      -0.421316
    4.1230      -1.619483      -1.012347      -0.422895
    4.1220      -1.619483      -1.012390      -0.424750
    4.1210      -1.619167      -1.012692      -0.426750
    4.1200      -1.618793      -1.013000      -0.428056
    4.1190      -1.619107      -1.013146      -0.429211
    4.1180      -1.619444      -1.013380      -0.431389
    4.1170      -1.619483      -1.013460      -0.432368
    4.1160      -1.619828      -1.013687      -0.434250
    4.1150      -1.620714      -1.014057      -0.435526
    4.1140      -1.620714      -1.014286      -0.437250
    4.1130      -1.620714      -1.014545      -0.437381
    4.1120      -1.620750      -1.014932      -0.440208
    4.1110      -1.620750      -1.015045      -0.441000
    4.1100      -1.620789      -1.015471      -0.443000
    4.1090      -1.620789      -1.015644      -0.443864
    4.1080      -1.620263      -1.015867      -0.445227
    4.1070      -1.620750      -1.016211      -0.446591
    4.1060      -1.620750      -1.016638      -0.448611
    4.1050      -1.620278      -1.016766      -0.449250
    4.1040      -1.620313      -1.017064      -0.450682
    4.1030      -1.620313      -1.017197      -0.451667
    4.1020      -1.620882      -1.017353      -0.453095
    4.1010      -1.620882      -1.017447      -0.455250
    4.1000      -1.622368      -1.017706      -0.456429
    4.0990      -1.622250      -1.017946      -0.457292
    4.0980      -1.622500      -1.018150      -0.458269
    4.0970      -1.623542      -1.018428      -0.459792
    4.0960      -1.624200      -1.018745      -0.460789
    4.0950      -1.623696      -1.018961      -0.461000
    4.0940      -1.623542      -1.019417      -0.463947
    4.0930      -1.623800      -1.019773      -0.465435
    4.0920      -1.623542      -1.019867      -0.467174
    4.0910      -1.623800      -1.020043      -0.468333
    4.0900      -1.624130      -1.020174      -0.469000
    4.0890      -1.624375      -1.020304      -0.470294
    4.0880      -1.624600      -1.020763      -0.472059
    4.0870      -1.625000      -1.020962      -0.474250
    4.0860      -1.625577      -1.021176      -0.475435
    4.0850      -1.625690      -1.021339      -0.475952
    4.0840      -1.625968      -1.021561      -0.476852
    4.0830      -1.626167      -1.021893      -0.477885
    4.0820      -1.626167      -1.022158      -0.479792
    4.0810      -1.626034      -1.022246      -0.482368
    4.0800      -1.626379      -1.022573      -0.483571
    4.0790      -1.626379      -1.022792      -0.484048
    4.0780      -1.626724      -1.022971      -0.485000
    4.0770      -1.626724      -1.023375      -0.486042
    4.0760      -1.626964      -1.023797      -0.487400
    4.0750      -1.626964      -1.023941      -0.489318
    4.0740      -1.627069      -1.024255      -0.491087
    4.0730      -1.627414      -1.024661      -0.492708
    4.0720      -1.627500      -1.024895      -0.493889
    4.0710      -1.627759      -1.025146      -0.495000
    4.0700      -1.628036      -1.025342      -0.495870
    4.0690      -1.628600      -1.025633      -0.497500
    4.0680      -1.628600      -1.026026      -0.498125
    4.0670      -1.628600      -1.026309      -0.500200
    4.0660      -1.628750      -1.026567      -0.501731
    4.0650      -1.629138      -1.026870      -0.503261
    4.0640      -1.629483      -1.027009      -0.504792
    4.0630      -1.630192      -1.027261      -0.505625
    4.0620      -1.630926      -1.027500      -0.506136
    4.0610      -1.630577      -1.027716      -0.507292
    4.0600      -1.630556      -1.027851      -0.508333
    4.0590      -1.630926      -1.027974      -0.510652
    4.0580      -1.630577      -1.028225      -0.512885
    4.0570      -1.630577      -1.028397      -0.512885
    4.0560      -1.630926      -1.028536      -0.514048
    4.0550      -1.630962      -1.028718      -0.515750
    4.0540      -1.631296      -1.028908      -0.517500
    4.0530      -1.632241      -1.029224      -0.518611
    4.0520      -1.632500      -1.029442      -0.519687
    4.0510      -1.632500      -1.029657      -0.521250
    4.0500      -1.632500      -1.029702      -0.522115
    4.0490      -1.632742      -1.030086      -0.522750
    4.0480      -1.632586      -1.030178      -0.522895
    4.0470      -1.632586      -1.030493      -0.525357
    4.0460      -1.632500      -1.030676      -0.526250
    4.0450      -1.632931      -1.031009      -0.528636
    4.0440      -1.632931      -1.031150      -0.528929
    4.0430      -1.633148      -1.031384      -0.530217
    4.0420      -1.633519      -1.031681      -0.530278
    4.0410      -1.633654      -1.031973      -0.531316
    4.0400      -1.633800      -1.032091      -0.532059
    4.0390      -1.634130      -1.032318      -0.532692
    4.0380      -1.634318      -1.032615      -0.535000
    4.0370      -1.635227      -1.032752      -0.536071
    4.0360      -1.635227      -1.032884      -0.536786
    4.0350      -1.635227      -1.032995      -0.538214
    4.0340      -1.635435      -1.033088      -0.538529
    4.0330      -1.635227      -1.033349      -0.539667
    4.0320      -1.635227      -1.033505      -0.540278
    4.0310      -1.635682      -1.033814      -0.540833
    4.0300      -1.635435      -1.034163      -0.541471
    4.0290      -1.636304      -1.034419      -0.543235
    4.0280      -1.636600      -1.034703      -0.544722
    4.0270      -1.636731      -1.034887      -0.545278
    4.0260      -1.637115      -1.035092      -0.546176
    4.0250      -1.637609      -1.035321      -0.547500
    4.0240      -1.638125      -1.035475      -0.547667
    4.0230      -1.638125      -1.035775      -0.548529
    4.0220      -1.638125      -1.035972      -0.550263
    4.0210      -1.638269      -1.036250      -0.551250
    4.0200      -1.637963      -1.036452      -0.551944
    4.0190      -1.637963      -1.036697      -0.552647
    4.0180      -1.638600      -1.036878      -0.553438
    4.0170      -1.638393      -1.037111      -0.554688
    4.0160      -1.638704      -1.037412      -0.556176
    4.0150      -1.639400      -1.037544      -0.557500
    4.0140      -1.639792      -1.037696      -0.558333
    4.0130      -1.639783      -1.037872      -0.559167
    4.0120      -1.640156      -1.038101      -0.559706
    4.0110      -1.640161      -1.038263      -0.560789
    4.0100      -1.640469      -1.038722      -0.561471
    4.0090      -1.641029      -1.038943      -0.562895
    4.0080      -1.641324      -1.039083      -0.564167
    4.0070      -1.641324      -1.039214      -0.565000
    4.0060      -1.641571      -1.039389      -0.565526
    4.0050      -1.641857      -1.039651      -0.566389
    4.0040      -1.641618      -1.040093      -0.568438
    4.0030      -1.641618      -1.040591      -0.568438
    4.0020      -1.641324      -1.041018      -0.568611
    4.0010      -1.641528      -1.041184      -0.570882
    4.0000      -1.641571      -1.041322      -0.570882
    3.9990      -1.641806      -1.041410      -0.571071
    3.9980      -1.641757      -1.041535      -0.572500
    3.9970      -1.641757      -1.041732      -0.573214
    3.9960      -1.641486      -1.041899      -0.575417
    3.9950      -1.641286      -1.042110      -0.577222
    3.9940      -1.641094      -1.042353      -0.578500
    3.9930      -1.641129      -1.042625      -0.578750
    3.9920      -1.641129      -1.042833      -0.578846
    3.9910      -1.641970      -1.042991      -0.579583
    3.9900      -1.641500      -1.043234      -0.579643
    3.9890      -1.641774      -1.043473      -0.579643
    3.9880      -1.641833      -1.043714      -0.580357
    3.9870      -1.641296      -1.044024      -0.581786
    3.9860      -1.640962      -1.044269      -0.582333
    3.9850      -1.641400      -1.044488      -0.582812
    3.9840      -1.641800      -1.044701      -0.584167
    3.9830      -1.642115      -1.044882      -0.585000
    3.9820      -1.642200      -1.045039      -0.585278
    3.9810      -1.642200      -1.045328      -0.586176
    3.9800      -1.642292      -1.045496      -0.587187
    3.9790      -1.642391      -1.045817      -0.588056
    3.9780      -1.642391      -1.046007      -0.588611
    3.9770      -1.642826      -1.046194      -0.588750
    3.9760      -1.642955      -1.046402      -0.590313
    3.9750      -1.642826      -1.046579      -0.592368
    3.9740      -1.643125      -1.046729      -0.593095
    3.9730      -1.642826      -1.046947      -0.593750
    3.9720      -1.642500      -1.047090      -0.594318
    3.9710      -1.642708      -1.047256      -0.594318
    3.9700      -1.642826      -1.047538      -0.594524
    3.9690      -1.642826      -1.047748      -0.595000
    3.9680      -1.643000      -1.047727      -0.595870
    3.9670      -1.643125      -1.048069      -0.596304
    3.9660      -1.643800      -1.048353      -0.596905
    3.9650      -1.644038      -1.048411      -0.597750
    3.9640      -1.644200      -1.048735      -0.598158
    3.9630      -1.644200      -1.049008      -0.598409
    3.9620      -1.644464      -1.049317      -0.599773
    3.9610      -1.644630      -1.049595      -0.601136
    3.9600      -1.644600      -1.049797      -0.601842
    3.9590      -1.644808      -1.050046      -0.601944
    3.9580      -1.644808      -1.050457      -0.603250
    3.9570      -1.644808      -1.050860      -0.603421
    3.9560      -1.644808      -1.051126      -0.604250
    3.9550      -1.645192      -1.051256      -0.604474
    3.9540      -1.645192      -1.051429      -0.605750
    3.9530      -1.645400      -1.051718      -0.606765
    3.9520      -1.645625      -1.051786      -0.607500
    3.9510      -1.645625      -1.051991      -0.608056
    3.9500      -1.645625      -1.052257      -0.608750
    3.9490      -1.645370      -1.052368      -0.609348
    3.9480      -1.645000      -1.052675      -0.609783
    3.9470      -1.644808      -1.052900      -0.610185
    3.9460      -1.645536      -1.053077      -0.610962
    3.9450      -1.645536      -1.053377      -0.611897
    3.9440      -1.645536      -1.053621      -0.613167
    3.9430      -1.645536      -1.053900      -0.613750
    3.9420      -1.645690      -1.054156      -0.614259
    3.9410      -1.646250      -1.054304      -0.615167
    3.9400      -1.646167      -1.054625      -0.615741
    3.9390      -1.646379      -1.054895      -0.616346
    3.9380      -1.646724      -1.055042      -0.616481
    3.9370      -1.647500      -1.055246      -0.618043
    3.9360      -1.647222      -1.055455      -0.618864
    3.9350      -1.647222      -1.055697      -0.619348
    3.9340      -1.647115      -1.055896      -0.620417
    3.9330      -1.647115      -1.056135      -0.621216
    3.9320      -1.647115      -1.056260      -0.621923
    3.9310      -1.646852      -1.056426      -0.622179
    3.9300      -1.646481      -1.056640      -0.622375
    3.9290      -1.646852      -1.056813      -0.622500
    3.9280      -1.646724      -1.056969      -0.623649
    3.9270      -1.646481      -1.057233      -0.624028
    3.9260      -1.646600      -1.057341      -0.624605
    3.9250      -1.646458      -1.057628      -0.625000
    3.9240      -1.646600      -1.057838      -0.625606
    3.9230      -1.647115      -1.057977      -0.625735
    3.9220      -1.647222      -1.058083      -0.626029
    3.9210      -1.647500      -1.058327      -0.626618
    3.9200      -1.647679      -1.058571      -0.627424
    3.9190      -1.647593      -1.058893      -0.627969
    3.9180      -1.647593      -1.058985      -0.628030
    3.9170      -1.647885      -1.059077      -0.629828
    3.9160      -1.648269      -1.059440      -0.630806
    3.9150      -1.648654      -1.059848      -0.631833
    3.9140      -1.649000      -1.060175      -0.631897
    3.9130      -1.650185      -1.060351      -0.632321
    3.9120      -1.649375      -1.060681      -0.633065
    3.9110      -1.649375      -1.060987      -0.633485
    3.9100      -1.649348      -1.061250      -0.633676
    3.9090      -1.649773      -1.061459      -0.634394
    3.9080      -1.649783      -1.061624      -0.635000
    3.9070      -1.649783      -1.061923      -0.636143
    3.9060      -1.650556      -1.062165      -0.636143
    3.9050      -1.650556      -1.062469      -0.636351
    3.9040      -1.650556      -1.062719      -0.637162
    3.9030      -1.650893      -1.063077      -0.637162
    3.9020      -1.650926      -1.063305      -0.637639
    3.9010      -1.651250      -1.063515      -0.637703
    3.9000      -1.651897      -1.063837      -0.638143
    3.8990      -1.651897      -1.063968      -0.638429
    3.8980      -1.651897      -1.064033      -0.639265
    3.8970      -1.651964      -1.064251      -0.639559
    3.8960      -1.652407      -1.064431      -0.639848
    3.8950      -1.651875      -1.064628      -0.640862
    3.8940      -1.651800      -1.064937      -0.640893
    3.8930      -1.652200      -1.065167      -0.641296
    3.8920      -1.652200      -1.065546      -0.641964
    3.8910      -1.652200      -1.065830      -0.642391
    3.8900      -1.652292      -1.066000      -0.642500
    3.8890      -1.652500      -1.066144      -0.643125
    3.8880      -1.652500      -1.066360      -0.644200
    3.8870      -1.652955      -1.066598      -0.645000
    3.8860      -1.653261      -1.066840      -0.645645
    3.8850      -1.653261      -1.066960      -0.646290
    3.8840      -1.653864      -1.067120      -0.646964
    3.8830      -1.654048      -1.067360      -0.647258
    3.8820      -1.654524      -1.067680      -0.647424
    3.8810      -1.654773      -1.067880      -0.647500
    3.8800      -1.654773      -1.068130      -0.648281
    3.8790      -1.655000      -1.068347      -0.648676
    3.8780      -1.655227      -1.068492      -0.648714
    3.8770      -1.655227      -1.068795      -0.648714
    3.8760      -1.655625      -1.069109      -0.649286
    3.8750      -1.655870      -1.069467      -0.650227
    3.8740      -1.656304      -1.069712      -0.650227
    3.8730      -1.656731      -1.069876      -0.650238
    3.8720      -1.656731      -1.070000      -0.650682
    3.8710      -1.656731      -1.070256      -0.651522
    3.8700      -1.657000      -1.070464      -0.651957
    3.8690      -1.657000      -1.070708      -0.652500
    3.8680      -1.656875      -1.070840      -0.652619
    3.8670      -1.657115      -1.071106      -0.654375
    3.8660      -1.657400      -1.071342      -0.655577
    3.8650      -1.657500      -1.071552      -0.656042
    3.8640      -1.657800      -1.071803      -0.656875
    3.8630      -1.657885      -1.072076      -0.657115
    3.8620      -1.657885      -1.072284      -0.657800
    3.8610      -1.657885      -1.072500      -0.658333
    3.8600      -1.657679      -1.072743      -0.658448
    3.8590      -1.658654      -1.072899      -0.659074
    3.8580      -1.659000      -1.073180      -0.659167
    3.8570      -1.658750      -1.073333      -0.659500
    3.8560      -1.659074      -1.073515      -0.660156
    3.8550      -1.659074      -1.073782      -0.660172
    3.8540      -1.659074      -1.073932      -0.660833
    3.8530      -1.659400      -1.074156      -0.661250
    3.8520      -1.659038      -1.074386      -0.662407
    3.8510      -1.659107      -1.074716      -0.662600
    3.8500      -1.659483      -1.074915      -0.663000
    3.8490      -1.659483      -1.075105      -0.663542
    3.8480      -1.660217      -1.075365      -0.663958
    3.8470      -1.660217      -1.075498      -0.664423
    3.8460      -1.660652      -1.075837      -0.665536
    3.8450      -1.660682      -1.076180      -0.666034
    3.8440      -1.660682      -1.076364      -0.666500
    3.8430      -1.661458      -1.076652      -0.666833
    3.8420      -1.662200      -1.076824      -0.667414
    3.8410      -1.662500      -1.077149      -0.667581
    3.8400      -1.662500      -1.077395      -0.668704
    3.8390      -1.662500      -1.077679      -0.669107
    3.8380      -1.663095      -1.077842      -0.670172
    3.8370      -1.663409      -1.077942      -0.670862
    3.8360      -1.663696      -1.078208      -0.671552
    3.8350      -1.664130      -1.078423      -0.671552
    3.8340      -1.664375      -1.078708      -0.671833
    3.8330      -1.664600      -1.079185      -0.672500
    3.8320      -1.664600      -1.079364      -0.672969
    3.8310      -1.664600      -1.079494      -0.673281
    3.8300      -1.664600      -1.079582      -0.673966
    3.8290      -1.665000      -1.079830      -0.674259
    3.8280      -1.665000      -1.080046      -0.674600
    3.8270      -1.665000      -1.080183      -0.674792
    3.8260      -1.665000      -1.080448      -0.675192
    3.8250      -1.665345      -1.080586      -0.676458
    3.8240      -1.665345      -1.080978      -0.676852
    3.8230      -1.665690      -1.081272      -0.677222
    3.8220      -1.666250      -1.081435      -0.677800
    3.8210      -1.666250      -1.081532      -0.677885
    3.8200      -1.666607      -1.081858      -0.678269
    3.8190      -1.666724      -1.082183      -0.678333
    3.8180      -1.666833      -1.082596      -0.678750
    3.8170      -1.667258      -1.082785      -0.679464
