      Time          Lower         Middle          Upper
    4.3020       6.202012       7.910625       9.105302
    4.3010       6.201060       7.900652       9.103102
    4.3000       6.204260       7.897500       9.102848
    4.2990       6.203787       7.894474       9.107086
    4.2980       6.204011       7.892143       9.102997
    4.2970       6.206625       7.883800       9.103281
    4.2960       6.209193       7.876053       9.102702
    4.2950       6.206509       7.873000       9.101643
    4.2940       6.208090       7.865357       9.104041
    4.2930       6.207010       7.854265       9.101009
    4.2920       6.205595       7.851750       9.105459
    4.2910       6.206240       7.837632       9.103497
    4.2900       6.204490       7.837857       9.104392
    4.2890       6.207779       7.833421       9.102732
    4.2880       6.208972       7.828036       9.101078
    4.2870       6.210087       7.821190       9.102931
    4.2860       6.207487       7.815250       9.102021
    4.2850       6.210856       7.808542       9.102550
    4.2840       6.209592       7.800167       9.104074
    4.2830       6.212750       7.791190       9.100092
    4.2820       6.209009       7.786591       9.102685
    4.2810       6.210490       7.783519       9.099892
    4.2800       6.207177       7.775741       9.100836
    4.2790       6.204648       7.765208       9.099429
    4.2780       6.208202       7.765000       9.102063
    4.2770       6.207489       7.761667       9.099883
    4.2760       6.210510       7.761364       9.101227
    4.2750       6.211408       7.749800       9.098507
    4.2740       6.210557       7.742679       9.100237
    4.2730       6.208009       7.735536       9.095213
    4.2720       6.210967       7.732600       9.097712
    4.2710       6.211240       7.713571       9.100972
    4.2700       6.213290       7.710682       9.100385
    4.2690       6.211320       7.705250       9.098210
    4.2680       6.210098       7.704167       9.099822
    4.2670       6.212010       7.692838       9.096846
    4.2660       6.213440       7.686739       9.098550
    4.2650       6.212016       7.683194       9.098048
    4.2640       6.212488       7.679194       9.101958
    4.2630       6.211309       7.677679       9.098384
    4.2620       6.208090       7.674265       9.098592
    4.2610       6.214014       7.667167       9.097292
    4.2600       6.210681       7.661607       9.100302
    4.2590       6.211060       7.651833       9.097476
    4.2580       6.210612       7.642273       9.099266
    4.2570       6.214090       7.634565       9.098716
    4.2560       6.211194       7.631964       9.097443
    4.2550       6.213181       7.622143       9.095477
    4.2540       6.212488       7.615312       9.095079
    4.2530       6.210454       7.616515       9.098527
    4.2520       6.210102       7.607903       9.098415
    4.2510       6.210118       7.603676       9.096553
    4.2500       6.208231       7.603966       9.095185
    4.2490       6.207903       7.598636       9.098455
    4.2480       6.211613       7.573065       9.094384
    4.2470       6.214250       7.573065       9.095932
    4.2460       6.214014       7.565541       9.098752
    4.2450       6.210187       7.564265       9.096304
    4.2440       6.209483       7.557571       9.097180
    4.2430       6.213074       7.551452       9.094679
    4.2420       6.213276       7.546607       9.092419
    4.2410       6.212016       7.543382       9.095997
    4.2400       6.216113       7.533382       9.097316
    4.2390       6.212613       7.526346       9.096264
    4.2380       6.212707       7.518043       9.095027
    4.2370       6.210817       7.515323       9.091477
    4.2360       6.210612       7.508393       9.094652
    4.2350       6.212485       7.507500       9.088752
    4.2340       6.215681       7.495690       9.091659
    4.2330       6.215426       7.491324       9.092367
    4.2320       6.215426       7.480139       9.093871
    4.2310       6.214648       7.483269       9.092818
    4.2300       6.211897       7.475000       9.093593
    4.2290       6.209228       7.466290       9.094170
    4.2280       6.213276       7.462037       9.089818
    4.2270       6.214150       7.463857       9.089586
    4.2260       6.212347       7.454868       9.089104
    4.2250       6.210533       7.450395       9.093043
    4.2240       6.211697       7.439815       9.090926
    4.2230       6.212177       7.440167       9.089633
    4.2220       6.209260       7.430208       9.090206
    4.2210       6.211589       7.416724       9.094599
    4.2200       6.214569       7.411486       9.088248
    4.2190       6.212150       7.402143       9.090604
    4.2180       6.216113       7.397759       9.090319
    4.2170       6.215161       7.392833       9.089747
    4.2160       6.217304       7.384512       9.089078
    4.2150       6.217903       7.381571       9.089564
    4.2140       6.216236       7.377857       9.088703
    4.2130       6.216236       7.369186       9.087414
    4.2120       6.215766       7.365323       9.087228
    4.2110       6.215113       7.353026       9.087893
    4.2100       6.213074       7.344559       9.090206
    4.2090       6.214150       7.344143       9.087753
    4.2080       6.211113       7.338333       9.087106
    4.2070       6.214014       7.327286       9.087777
    4.2060       6.215766       7.324143       9.087124
    4.2050       6.220087       7.313816       9.086972
    4.2040       6.214880       7.306912       9.088430
    4.2030       6.211792       7.306081       9.084687
    4.2020       6.214702       7.302404       9.088040
    4.2010       6.214569       7.294333       9.083855
    4.2000       6.214838       7.283875       9.085315
    4.1990       6.214011       7.291216       9.089365
    4.1980       6.212485       7.281250       9.086493
    4.1970       6.214112       7.275921       9.086042
    4.1960       6.213933       7.266528       9.085161
    4.1950       6.214393       7.269423       9.084646
    4.1940       6.213933       7.262586       9.083450
    4.1930       6.219155       7.257237       9.085439
    4.1920       6.217641       7.248902       9.082268
    4.1910       6.216774       7.243667       9.085788
    4.1900       6.215345       7.236375       9.084531
    4.1890       6.215510       7.229872       9.084815
    4.1880       6.215471       7.225769       9.082723
    4.1870       6.214329       7.223625       9.078752
    4.1860       6.220490       7.219872       9.081928
    4.1850       6.221866       7.219861       9.079882
    4.1840       6.219713       7.213088       9.082103
    4.1830       6.217938       7.203875       9.081178
    4.1820       6.216284       7.198143       9.083226
    4.1810       6.216344       7.192576       9.077528
    4.1800       6.218090       7.184429       9.077316
    4.1790       6.216490       7.185469       9.082931
    4.1780       6.219112       7.177321       9.080713
    4.1770       6.218844       7.173375       9.076565
    4.1760       6.217779       7.162396       9.082742
    4.1750       6.218602       7.158488       9.080595
    4.1740       6.219343       7.155000       9.080761
    4.1730       6.219723       7.148333       9.081531
    4.1720       6.220112       7.141170       9.078642
    4.1710       6.220510       7.136778       9.075395
    4.1700       6.218844       7.135256       9.075519
    4.1690       6.218490       7.127308       9.078462
    4.1680       6.220087       7.125875       9.080347
    4.1670       6.220098       7.120469       9.079123
    4.1660       6.218679       7.116429       9.077118
    4.1650       6.218490       7.108437       9.073683
    4.1640       6.219569       7.106860       9.075035
    4.1630       6.220967       7.100114       9.076718
    4.1620       6.222112       7.096944       9.076186
    4.1610       6.219631       7.089397       9.074065
    4.1600       6.220090       7.089857       9.074402
    4.1590       6.217613       7.083553       9.070941
    4.1580       6.217290       7.078646       9.073676
    4.1570       6.219569       7.080111       9.075926
    4.1560       6.219260       7.070625       9.074079
    4.1550       6.219648       7.068878       9.075029
    4.1540       6.218284       7.064804       9.071707
    4.1530       6.220557       7.062451       9.071234
    4.1520       6.217491       7.054519       9.075395
    4.1510       6.219592       7.054778       9.071930
    4.1500       6.217375       7.049900       9.071472
    4.1490       6.217938       7.042870       9.069972
    4.1480       6.221837       7.039068       9.071894
    4.1470       6.221344       7.039205       9.069715
    4.1460       6.221344       7.035196       9.071236
    4.1450       6.223290       7.029297       9.065997
    4.1440       6.223402       7.027900       9.068902
    4.1430       6.225595       7.020692       9.069426
    4.1420       6.224911       7.019727       9.072637
    4.1410       6.223181       7.016466       9.071268
    4.1400       6.223871       7.008306       9.066379
    4.1390       6.223820       7.008796       9.067313
    4.1380       6.224385       7.006083       9.066924
    4.1370       6.222742       7.003534       9.064357
    4.1360       6.224702       7.000565       9.066381
    4.1350       6.223944       6.998091       9.067469
    4.1340       6.224009       6.995250       9.067316
    4.1330       6.224905       6.989417       9.063462
    4.1320       6.225080       6.984271       9.067060
    4.1310       6.224890       6.983587       9.065722
    4.1300       6.223933       6.981328       9.062081
    4.1290       6.224133       6.977054       9.064903
    4.1280       6.225639       6.971771       9.060427
    4.1270       6.224478       6.969918       9.065095
    4.1260       6.223596       6.965492       9.065038
    4.1250       6.222836       6.962500       9.063736
    4.1240       6.221240       6.959569       9.064335
    4.1230       6.226090       6.953456       9.065189
    4.1220       6.225102       6.950385       9.059634
    4.1210       6.227177       6.945274       9.059668
    4.1200       6.226152       6.943421       9.058370
    4.1190       6.226620       6.942377       9.057467
    4.1180       6.226603       6.940688       9.056456
    4.1170       6.226011       6.936899       9.060265
    4.1160       6.226466       6.934016       9.060408
    4.1150       6.224880       6.932500       9.058996
    4.1140       6.227016       6.929493       9.055361
    4.1130       6.229483       6.927917       9.056981
    4.1120       6.229066       6.924077       9.057972
    4.1110       6.228613       6.918038       9.056639
    4.1100       6.229516       6.915000       9.056358
    4.1090       6.230075       6.912596       9.052951
    4.1080       6.228817       6.908958       9.054389
    4.1070       6.227687       6.907437       9.051310
    4.1060       6.227641       6.906519       9.053456
    4.1050       6.226961       6.905706       9.051625
    4.1040       6.224880       6.903110       9.054965
    4.1030       6.224150       6.901235       9.052592
    4.1020       6.226015       6.894939       9.053531
    4.1010       6.226150       6.892708       9.056527
    4.1000       6.229544       6.891761       9.049533
    4.0990       6.227903       6.890301       9.047473
    4.0980       6.228368       6.889653       9.049962
    4.0970       6.226774       6.885988       9.049429
    4.0960       6.224250       6.884506       9.053755
    4.0950       6.223917       6.880985       9.052747
    4.0940       6.221113       6.880438       9.050448
    4.0930       6.222485       6.878662       9.051840
    4.0920       6.224446       6.874275       9.045725
    4.0910       6.223276       6.872786       9.050117
    4.0900       6.222016       6.868908       9.047103
    4.0890       6.220942       6.867771       9.047996
    4.0880       6.224193       6.863812       9.048396
    4.0870       6.223576       6.863110       9.045609
    4.0860       6.224569       6.859947       9.041160
    4.0850       6.223739       6.858789       9.042422
    4.0840       6.222224       6.856402       9.047069
    4.0830       6.220107       6.855494       9.042173
    4.0820       6.223458       6.855625       9.039085
    4.0810       6.222641       6.853631       9.042239
    4.0800       6.221483       6.850417       9.042060
    4.0790       6.224817       6.847944       9.040378
    4.0780       6.221897       6.845160       9.038218
    4.0770       6.225426       6.844121       9.036742
    4.0760       6.223266       6.842742       9.040335
    4.0750       6.226113       6.840441       9.040901
    4.0740       6.225557       6.839337       9.038129
    4.0730       6.224250       6.838160       9.036683
    4.0720       6.227191       6.835874       9.036738
    4.0710       6.227865       6.831823       9.039114
    4.0700       6.226150       6.829466       9.038174
    4.0690       6.224019       6.829461       9.036233
    4.0680       6.221897       6.828238       9.034697
    4.0670       6.223266       6.826543       9.035825
    4.0660       6.223891       6.823967       9.030590
    4.0650       6.224329       6.821850       9.033996
    4.0640       6.225426       6.818784       9.034409
    4.0630       6.224569       6.816225       9.031995
    4.0620       6.225483       6.817424       9.031232
    4.0610       6.230094       6.815735       9.032129
    4.0600       6.231290       6.814368       9.032119
    4.0590       6.228458       6.812426       9.031690
    4.0580       6.226920       6.811937       9.033681
    4.0570       6.225612       6.810802       9.031383
    4.0560       6.223739       6.809538       9.032199
    4.0550       6.222112       6.807110       9.029296
    4.0540       6.220721       6.806131       9.030955
    4.0530       6.222750       6.805303       9.027092
    4.0520       6.224446       6.804670       9.027440
    4.0510       6.222641       6.802248       9.028908
    4.0500       6.220173       6.802371       9.028623
    4.0490       6.222304       6.800425       9.025286
    4.0480       6.223891       6.799868       9.025175
    4.0470       6.224869       6.797927       9.029188
    4.0460       6.227483       6.796229       9.025129
    4.0450       6.227865       6.794908       9.023451
    4.0440       6.226792       6.793093       9.026168
    4.0430       6.230721       6.792591       9.021995
    4.0420       6.229569       6.790580       9.022222
    4.0410       6.228732       6.789325       9.020640
    4.0400       6.229569       6.788920       9.018141
    4.0390       6.231402       6.787939       9.021495
    4.0380       6.228613       6.786871       9.018259
    4.0370       6.229483       6.785820       9.020544
    4.0360       6.229483       6.785236       9.017589
    4.0350       6.230927       6.784479       9.018226
    4.0340       6.230090       6.783797       9.018495
    4.0330       6.228891       6.781585       9.019138
    4.0320       6.230107       6.780485       9.012804
    4.0310       6.231466       6.779963       9.016627
    4.0300       6.229663       6.778504       9.017342
    4.0290       6.230113       6.777628       9.019213
    4.0280       6.232375       6.776169       9.017176
    4.0270       6.231920       6.774716       9.016694
    4.0260       6.232641       6.772893       9.012555
    4.0250       6.234113       6.771269       9.012955
    4.0240       6.233284       6.770478       9.013155
    4.0230       6.234528       6.769891       9.013356
    4.0220       6.232090       6.769046       9.012551
    4.0210       6.229290       6.768543       9.005661
    4.0200       6.229260       6.767238       9.009213
    4.0190       6.228548       6.765642       9.008238
    4.0180       6.229290       6.764718       9.007841
    4.0170       6.229193       6.764457       9.005728
    4.0160       6.228490       6.761962       9.010329
    4.0150       6.228112       6.762390       9.004299
    4.0140       6.228359       6.762235       9.012293
    4.0130       6.227177       6.760341       9.008362
    4.0120       6.227726       6.759748       9.005185
    4.0110       6.229516       6.758750       9.002701
    4.0100       6.227112       6.757587       9.004678
    4.0090       6.226961       6.756241       9.000750
    4.0080       6.228956       6.756128       9.003078
    4.0070       6.229516       6.755000       9.001944
    4.0060       6.231402       6.754008       9.002976
    4.0050       6.232090       6.753607       8.998720
    4.0040       6.232779       6.752386       8.993364
    4.0030       6.232594       6.750888       8.988464
    4.0020       6.231113       6.749745       8.991348
    4.0010       6.231612       6.749216       8.996592
    4.0000       6.232112       6.747993       8.992310
    3.9990       6.231060       6.747119       8.994913
    3.9980       6.231113       6.745144       8.983226
    3.9970       6.228539       6.745492       8.983397
    3.9960       6.230583       6.745224       8.983702
    3.9950       6.230102       6.744007       8.983146
    3.9940       6.230132       6.743473       8.972653
    3.9930       6.229066       6.742964       8.976083
    3.9920       6.230510       6.741367       8.981044
    3.9910       6.231457       6.740574       8.969913
    3.9900       6.232010       6.740752       8.969850
    3.9890       6.232594       6.740227       8.970323
    3.9880       6.232090       6.739708       8.961614
    3.9870       6.231402       6.737832       8.961044
    3.9860       6.232964       6.737930       8.965646
    3.9850       6.232375       6.736613       8.963609
    3.9840       6.235087       6.736132       8.964125
    3.9830       6.238013       6.736126       8.954234
    3.9820       6.238679       6.736135       8.955750
    3.9810       6.239648       6.735807       8.944812
    3.9800       6.238112       6.734565       8.948146
    3.9790       6.237347       6.734108       8.945646
    3.9780       6.237726       6.733571       8.950646
    3.9770       6.239155       6.733776       8.942536
    3.9760       6.237250       6.732601       8.929719
    3.9750       6.238202       6.732391       8.938469
    3.9740       6.237924       6.732147       8.916292
    3.9730       6.239228       6.730512       8.919550
    3.9720       6.240098       6.729607       8.896982
    3.9710       6.238679       6.729364       8.902958
    3.9700       6.237290       6.728075       8.884719
    3.9690       6.238284       6.727356       8.901972
    3.9680       6.237594       6.726657       8.869279
    3.9670       6.237487       6.726126       8.884625
    3.9660       6.237375       6.725083       8.866750
    3.9650       6.237726       6.724972       8.854625
    3.9640       6.238679       6.724392       8.843964
    3.9630       6.238359       6.723969       8.849250
    3.9620       6.239113       6.724789       8.835969
    3.9610       6.238613       6.723692       8.841937
    3.9600       6.238284       6.723564       8.839550
    3.9590       6.238231       6.722746       8.831292
    3.9580       6.238890       6.722514       8.816417
    3.9570       6.240098       6.722199       8.811107
    3.9560       6.238359       6.721566       8.813875
    3.9550       6.239317       6.721016       8.796292
    3.9540       6.238739       6.720722       8.796292
    3.9530       6.239631       6.720408       8.779625
    3.9520       6.238112       6.720124       8.779437
    3.9510       6.239113       6.719176       8.779250
    3.9500       6.240087       6.717921       8.781292
    3.9490       6.238163       6.717762       8.770861
    3.9480       6.237690       6.717932       8.742958
    3.9470       6.239014       6.718110       8.722958
    3.9460       6.237489       6.716856       8.682583
    3.9450       6.238548       6.716886       8.701550
    3.9440       6.239260       6.716293       8.672536
    3.9430       6.243010       6.715276       8.622583
    3.9420       6.241290       6.714528       8.635550
    3.9410       6.243010       6.714187       8.617750
    3.9400       6.243276       6.713764       8.613875
    3.9390       6.244446       6.713190       8.605969
    3.9380       6.243690       6.712853       8.591550
    3.9370       6.245102       6.712572       8.561550
    3.9360       6.243141       6.712088       8.556292
    3.9350       6.245927       6.712104       8.556292
    3.9340       6.245821       6.712455       8.553083
    3.9330       6.247489       6.712193       8.523875
    3.9320       6.247726       6.711868       8.506937
    3.9310       6.243440       6.711409       8.464437
    3.9300       6.244393       6.710140       8.431937
    3.9290       6.244317       6.709923       8.446937
    3.9280       6.244193       6.710027       8.393875
    3.9270       6.245102       6.709382       8.411550
    3.9260       6.246090       6.708538       8.389550
    3.9250       6.247726       6.708411       8.389250
    3.9240       6.247010       6.707537       8.389250
    3.9230       6.247250       6.707462       8.352583
    3.9220       6.248090       6.707270       8.349250
    3.9210       6.248009       6.706884       8.331937
    3.9200       6.248652       6.706875       8.311550
    3.9190       6.248359       6.706553       8.321937
    3.9180       6.248679       6.706088       8.282583
    3.9170       6.248613       6.706005       8.269250
    3.9160       6.248284       6.704453       8.256292
    3.9150       6.249612       6.704077       8.234625
    3.9140       6.249690       6.703548       8.228875
    3.9130       6.250471       6.703374       8.232958
    3.9120       6.250083       6.702861       8.199550
    3.9110       6.250087       6.702763       8.184625
    3.9100       6.249343       6.702198       8.159550
    3.9090       6.248890       6.702686       8.147528
    3.9080       6.248295       6.702676       8.144437
    3.9070       6.249260       6.701861       8.136937
    3.9060       6.251240       6.701063       8.147750
    3.9050       6.251240       6.701519       8.135917
    3.9040       6.253284       6.701283       8.109750
    3.9030       6.251920       6.700731       8.084625
    3.9020       6.251402       6.700302       8.055917
    3.9010       6.252394       6.700581       8.048250
    3.9000       6.254090       6.699784       8.061550
    3.8990       6.254366       6.699341       8.047550
    3.8980       6.253163       6.699619       8.029250
    3.8970       6.254905       6.699768       8.023550
    3.8960       6.254758       6.699279       7.999437
    3.8950       6.256075       6.698568       7.976937
    3.8940       6.255955       6.697829       7.976937
    3.8930       6.254673       6.697823       7.967958
    3.8920       6.254478       6.697844       7.952583
    3.8910       6.254890       6.698014       7.957550
    3.8900       6.254589       6.697354       7.937550
    3.8890       6.254157       6.696579       7.926292
    3.8880       6.255408       6.696519       7.936937
    3.8870       6.255438       6.696452       7.914625
    3.8860       6.256152       6.695643       7.916937
    3.8850       6.256945       6.695516       7.898250
    3.8840       6.257237       6.695312       7.886821
    3.8830       6.257750       6.694652       7.879250
    3.8820       6.257262       6.695299       7.866937
    3.8810       6.256884       6.695421       7.854625
    3.8800       6.257358       6.694977       7.850775
    3.8790       6.256638       6.695050       7.834775
    3.8780       6.255806       6.695026       7.832958
    3.8770       6.257285       6.694142       7.827958
    3.8760       6.258118       6.694393       7.818469
    3.8750       6.258820       6.694469       7.801107
    3.8740       6.257779       6.694114       7.818639
    3.8730       6.258596       6.694137       7.806821
    3.8720       6.258169       6.694302       7.792583
    3.8710       6.258104       6.693674       7.778639
    3.8700       6.258709       6.693773       7.776417
    3.8690       6.258921       6.693486       7.756292
    3.8680       6.258674       6.693109       7.737775
    3.8670       6.259229       6.693065       7.741107
    3.8660       6.259507       6.693432       7.733469
    3.8650       6.259520       6.693265       7.713550
    3.8640       6.260068       6.693281       7.706292
    3.8630       6.259750       6.693462       7.695393
    3.8620       6.260921       6.693237       7.689625
    3.8610       6.262007       6.693104       7.697068
    3.8600       6.260921       6.692895       7.687068
    3.8590       6.261556       6.692360       7.681292
    3.8580       6.262285       6.692230       7.662775
    3.8570       6.262064       6.691720       7.653964
    3.8560       6.262428       6.690960       7.659775
    3.8550       6.263217       6.690911       7.651937
    3.8540       6.263556       6.690634       7.646417
    3.8530       6.263118       6.690590       7.645969
    3.8520       6.262954       6.691093       7.641550
    3.8510       6.263596       6.691083       7.633775
    3.8500       6.262636       6.691298       7.634719
    3.8490       6.263195       6.691383       7.618469
    3.8480       6.263890       6.690823       7.614812
    3.8470       6.263890       6.690751       7.608775
    3.8460       6.264758       6.690074       7.606417
    3.8450       6.265556       6.690023       7.600861
    3.8440       6.266008       6.690022       7.582523
    3.8430       6.266008       6.689545       7.566775
    3.8420       6.265779       6.689620       7.566479
    3.8410       6.266075       6.689969       7.573469
    3.8400       6.265826       6.689196       7.559719
    3.8390       6.265220       6.688983       7.552219
    3.8380       6.266075       6.689494       7.555393
    3.8370       6.265795       6.689124       7.549550
    3.8360       6.265879       6.689250       7.540969
    3.8350       6.265695       6.688867       7.539719
    3.8340       6.266408       6.688750       7.526417
    3.8330       6.266742       6.688391       7.528979
    3.8320       6.266735       6.687911       7.529750
    3.8310       6.266320       6.687718       7.531972
    3.8300       6.266509       6.687792       7.528979
    3.8290       6.266152       6.687169       7.525306
    3.8280       6.266629       6.687108       7.506517
    3.8270       6.267815       6.686909       7.508886
    3.8260       6.268295       6.686818       7.508288
    3.8250       6.268652       6.686587       7.504812
    3.8240       6.269713       6.686328       7.497519
    3.8230       6.269690       6.685942       7.495212
    3.8220       6.270890       6.685899       7.491044
    3.8210       6.269702       6.685599       7.487850
    3.8200       6.270824       6.686079       7.487850
    3.8190       6.271344       6.686164       7.485750
    3.8180       6.272075       6.686381       7.485554
    3.8170       6.271802       6.686135       7.475775
    3.8160       6.271742       6.685875       7.472523
    3.8150       6.272883       6.685547       7.475250
    3.8140       6.272408       6.686103       7.470861
    3.8130       6.273652       6.685696       7.465969
    3.8120       6.274184       6.685284       7.461614
    3.8110       6.274589       6.685275       7.457528
    3.8100       6.274702       6.685634       7.454341
    3.8090       6.274216       6.685634       7.450484
    3.8080       6.274157       6.684927       7.444234
    3.8070       6.273417       6.684507       7.444125
    3.8060       6.274742       6.684646       7.439859
    3.8050       6.274216       6.684289       7.437036
    3.8040       6.274723       6.684495       7.438609
    3.8030       6.274890       6.684355       7.434517
    3.8020       6.274723       6.684175       7.436109
    3.8010       6.275856       6.683995       7.434234
    3.8000       6.276625       6.684196       7.432359
    3.7990       6.276509       6.684261       7.429490
    3.7980       6.278163       6.684255       7.428517
    3.7970       6.277223       6.684393       7.428080
    3.7960       6.278231       6.684150       7.424092
    3.7950       6.278090       6.684621       7.421109
    3.7940       6.277491       6.684207       7.422984
    3.7930       6.277779       6.683976       7.419839
    3.7920       6.279228       6.683678       7.413673
    3.7910       6.278163       6.683182       7.412523
    3.7900       6.278231       6.683119       7.411044
    3.7890       6.277924       6.683193       7.409279
    3.7880       6.279677       6.683451       7.408288
    3.7870       6.280063       6.683652       7.404125
    3.7860       6.280350       6.683357       7.407312
    3.7850       6.280849       6.683475       7.403183
    3.7840       6.279317       6.683357       7.396560
    3.7830       6.279663       6.683435       7.399279
    3.7820       6.279677       6.683404       7.395212
    3.7810       6.280080       6.682746       7.397653
    3.7800       6.279317       6.682972       7.400596
    3.7790       6.281008       6.683037       7.397776
    3.7780       6.280438       6.683341       7.396926
    3.7770       6.281633       6.683457       7.387776
    3.7760       6.282008       6.682556       7.393609
    3.7750       6.281886       6.682680       7.395887
    3.7740       6.281408       6.682873       7.395145
    3.7730       6.281280       6.682604       7.392513
    3.7720       6.281685       6.682725       7.389355
    3.7710       6.282075       6.682568       7.391067
    3.7700       6.281565       6.682616       7.388080
    3.7690       6.282580       6.682753       7.382625
    3.7680       6.282938       6.682790       7.377988
    3.7670       6.284317       6.682886       7.378387
    3.7660       6.284589       6.682357       7.377512
    3.7650       6.284157       6.682245       7.377036
    3.7640       6.284528       6.682065       7.373609
    3.7630       6.284911       6.682125       7.371614
    3.7620       6.285070       6.682368       7.371107
    3.7610       6.286202       6.682847       7.371972
    3.7600       6.286847       6.682919       7.372135
    3.7590       6.287125       6.683037       7.372221
    3.7580       6.287570       6.682397       7.368691
    3.7570       6.286921       6.682302       7.366750
    3.7560       6.287644       6.682271       7.362696
    3.7550       6.286636       6.682209       7.359355
    3.7540       6.287125       6.682306       7.363411
    3.7530       6.287038       6.682129       7.361479
    3.7520       6.286945       6.682078       7.365212
    3.7510       6.286636       6.681881       7.363985
    3.7500       6.286921       6.681587       7.361850
    3.7490       6.287125       6.681750       7.361365
    3.7480       6.288075       6.681792       7.358208
    3.7470       6.288602       6.681419       7.359882
    3.7460       6.290073       6.681856       7.357359
    3.7450       6.290383       6.681979       7.354859
    3.7440       6.289733       6.682273       7.355750
    3.7430       6.289388       6.681621       7.354898
    3.7420       6.289075       6.681606       7.355850
    3.7410       6.289723       6.681881       7.358388
    3.7400       6.289408       6.681866       7.355212
    3.7390       6.288742       6.681736       7.352653
    3.7380       6.289462       6.682171       7.351044
    3.7370       6.288596       6.682181       7.349868
    3.7360       6.290654       6.682532       7.350408
